dim0,dim1,tissue
68.15642,-37.2903,Peripheral Nervous System
-70.38297,83.72616,Bladder
-3.5243537,-12.349508,Skin
-68.02917,61.77945,Head and Neck
-57.33273,95.92299,Esophagus
-12.928829,-124.149315,Haematopoietic and Lymphoid
7.075558,5.074645,Lung
54.32475,-26.313377,Peripheral Nervous System
151.54657,37.842754,Control_HEK293T
148.07758,20.026667,Control_HEK293T
62.122,134.4051,Control_HEK293T
57.891068,147.86215,Control_HEK293T
-25.683458,-107.3548,Haematopoietic and Lymphoid
79.23157,-39.73811,Lung
-14.113382,-97.37289,Haematopoietic and Lymphoid
-34.25503,-2.045524,Central Nervous System
-11.315992,-102.92969,Haematopoietic and Lymphoid
35.192734,-77.94673,Control_HEK293T
-21.363396,-87.25447,Haematopoietic and Lymphoid
51.761204,-35.053368,Bone
-30.26598,17.557438,Lung
48.79336,-33.63694,Bone
10.004677,78.85557,Large Intestine
35.131912,5.242912,Lung
-39.415123,-100.37922,Haematopoietic and Lymphoid
-24.741816,85.70223,Head and Neck
-31.537273,-13.859327,Head and Neck
-78.47922,28.663538,Stomach
-36.134914,56.906796,Esophagus
-1.3257377,-6.708254,Soft Tissue
-51.65971,0.903568,Central Nervous System
8.334085,23.067484,Prostate
5.0864654,21.060335,Lung
21.444588,2.7793508,Soft Tissue
-14.727358,-2.1649573,Soft Tissue
-60.30072,1.0551056,Soft Tissue
-70.16984,4.164256,Lung
-73.168594,-3.1118429,Bone
-38.407715,62.18056,Cervix
44.822433,-72.72911,Control_HEK293T
29.946396,-2.0595028,Soft Tissue
-9.466651,-123.84742,Haematopoietic and Lymphoid
-80.11668,-2.3340905,Lung
43.01076,-33.004887,Bone
83.62905,-28.46218,Lung
52.035164,-38.6402,Bone
-79.34111,58.517128,Head and Neck
48.005756,-27.914211,Bone
-20.140217,-83.58867,Haematopoietic and Lymphoid
-20.155533,-83.56518,Haematopoietic and Lymphoid
-12.165904,77.553566,Breast
41.13113,-28.789692,Skin
9.958986,-29.751902,Skin
62.155674,-34.79951,Peripheral Nervous System
26.661644,-67.413475,Control_HEK293T
37.179688,-45.383068,Liver
-39.368168,-114.58958,Haematopoietic and Lymphoid
-48.66346,90.39924,Lung
-34.744907,-116.98887,Haematopoietic and Lymphoid
26.465117,-3.4115167,Kidney
7.6450806,-123.665825,Haematopoietic and Lymphoid
-29.067795,84.81496,Cervix
-19.376537,85.73425,Large Intestine
-29.158312,23.203684,Esophagus
-61.775215,5.0017223,Bladder
151.83505,45.67984,Control_HEK293T
121.73681,27.39271,Control_HEK293T
132.10692,33.055424,Control_HEK293T
140.9595,24.453888,Control_HEK293T
58.773716,138.93073,Control_HEK293T
61.624176,137.19615,Control_HEK293T
65.82506,143.61632,Control_HEK293T
4.063592,-117.25008,Haematopoietic and Lymphoid
9.653348,13.44813,Lung
-7.7957797,82.42967,Lung
-75.02966,93.19759,Endometrium
-35.670837,-108.52733,Haematopoietic and Lymphoid
63.441322,-79.19596,Control_HEK293T
-64.42438,86.67764,Large Intestine
9.470807,73.00469,Stomach
80.60111,-26.469622,Lung
-5.5259557,-123.01601,Haematopoietic and Lymphoid
-75.60711,60.648716,Esophagus
22.260162,10.449431,Central Nervous System
3.7504096,-7.801875,Central Nervous System
40.620857,-67.46777,Control_HEK293T
-24.670456,-82.370766,Haematopoietic and Lymphoid
-28.938337,47.723442,Biliary Tract
82.39758,-31.554071,Lung
-3.7759805,35.055603,Lung
90.70779,-36.479828,Lung
89.649895,-50.682106,Lung
-3.1677544,-84.04649,Haematopoietic and Lymphoid
-3.089925,-16.157755,Bone
87.80674,-39.276276,Lung
-20.622393,-83.517296,Haematopoietic and Lymphoid
-12.13063,77.54668,Breast
41.100452,-28.757738,Skin
9.939347,-29.739183,Skin
62.145786,-34.81006,Peripheral Nervous System
25.308567,-71.11725,Control_HEK293T
37.021946,-45.674423,Liver
-39.36535,-114.58624,Haematopoietic and Lymphoid
-48.675312,90.38094,Lung
-34.70715,-116.98553,Haematopoietic and Lymphoid
26.455584,-3.4150581,Kidney
7.636697,-123.64976,Haematopoietic and Lymphoid
-29.086008,84.78941,Cervix
-19.37901,85.72063,Large Intestine
-29.15665,23.200415,Esophagus
-61.765926,5.0147653,Bladder
128.38843,40.302578,Control_HEK293T
148.10509,20.515182,Control_HEK293T
151.54614,37.87767,Control_HEK293T
66.268425,146.22015,Control_HEK293T
62.259827,134.71825,Control_HEK293T
-22.844597,-12.845833,Lung
-15.761423,35.906113,Large Intestine
-67.69214,61.82643,Head and Neck
-31.711252,-14.39147,Head and Neck
-78.90273,28.73135,Stomach
34.249897,-72.53321,Control_HEK293T
-11.849802,48.700764,Stomach
-1.2896794,-6.775706,Soft Tissue
-51.6775,0.92098564,Central Nervous System
7.9598465,23.527035,Prostate
5.148209,20.786243,Lung
21.693367,2.761172,Soft Tissue
-14.5480795,-2.4084823,Soft Tissue
-70.19025,84.051025,Bladder
-3.1402671,-12.668453,Skin
-85.651306,59.457394,Lung
-71.20481,52.644127,Cervix
-11.016026,-4.591252,Central Nervous System
-45.398937,-0.67682105,Liver
-80.66413,51.160538,Head and Neck
-75.43276,87.331436,Peripheral Nervous System
68.14786,-37.281338,Peripheral Nervous System
-69.80051,83.85388,Bladder
-3.7311003,-12.288932,Skin
-67.868645,62.30583,Head and Neck
-57.43391,95.92036,Esophagus
-12.941276,-124.1259,Haematopoietic and Lymphoid
7.066431,5.077394,Lung
54.504448,-26.207556,Peripheral Nervous System
64.52978,-61.626614,Central Nervous System
30.183329,-2.1787016,Soft Tissue
-79.9156,-2.014173,Lung
43.24102,-33.00961,Bone
12.976105,70.35344,Large Intestine
-57.462765,15.103289,Lung
12.031901,5.839905,Kidney
-43.36302,62.955723,Head and Neck
-25.314484,15.208484,Skin
-21.803745,-94.127945,Haematopoietic and Lymphoid
-10.813143,-4.72559,Central Nervous System
-21.805462,-94.12725,Haematopoietic and Lymphoid
60.660583,-32.071228,Peripheral Nervous System
-37.128002,1.5549558,Soft Tissue
-16.669601,51.71916,Lung
64.5208,-61.625294,Central Nervous System
30.190643,-2.1777751,Soft Tissue
-79.89569,-2.020169,Lung
43.244133,-33.02163,Bone
12.971626,70.33981,Large Intestine
-57.459362,15.074051,Lung
12.009363,5.716699,Kidney
-43.396694,63.142746,Head and Neck
-25.287308,15.217756,Skin
-21.80203,-94.11454,Haematopoietic and Lymphoid
-10.82385,-4.7376795,Central Nervous System
-21.804724,-94.116135,Haematopoietic and Lymphoid
60.67659,-32.072697,Peripheral Nervous System
-37.140568,1.5629501,Soft Tissue
-16.676401,51.69093,Lung
158.00232,28.825094,Control_HEK293T
144.93517,23.148766,Control_HEK293T
150.97766,22.735004,Control_HEK293T
133.95149,29.448689,Control_HEK293T
69.05998,140.81567,Control_HEK293T
67.674034,137.89496,Control_HEK293T
55.529663,143.15126,Control_HEK293T
65.870026,140.36018,Control_HEK293T
79.19636,-39.714283,Lung
26.55277,52.927624,Prostate
67.1822,-65.716576,Lung
-76.9625,-6.458811,Cervix
-9.537609,-94.442345,Haematopoietic and Lymphoid
3.780012,37.279297,Lung
-77.44167,35.34483,Breast
61.866547,-38.088394,Peripheral Nervous System
25.543732,33.896408,Large Intestine
-79.85546,-12.002394,Lung
-24.967695,-91.981476,Haematopoietic and Lymphoid
-15.784244,48.19115,Bladder
-17.752718,-5.164948,Central Nervous System
-50.699005,48.784958,Lung
47.849293,-37.167694,Bone
-30.601452,52.1863,Lung
3.761476,-25.841927,Skin
-74.01629,8.06145,Central Nervous System
-6.383043,21.348742,Liver
-74.9007,50.2326,Esophagus
-35.853664,-19.165281,Skin
-2.55792,17.351053,Lung
48.68822,-85.77564,Control_HEK293T
-15.014825,7.8840985,Soft Tissue
-36.416393,94.57583,Skin
13.225265,10.441758,Kidney
-33.3514,-91.68928,Haematopoietic and Lymphoid
8.416221,-117.956985,Haematopoietic and Lymphoid
-8.43907,54.659546,Breast
-30.411337,-106.90217,Haematopoietic and Lymphoid
-4.324805,-5.0908127,Bladder
14.70362,16.3352,Lung
6.9388123,-31.44514,Skin
11.4989395,49.69187,Lung
27.045448,-11.054186,Central Nervous System
7.500834,-26.892178,Skin
-46.350365,60.78511,Esophagus
-7.644399,-85.66653,Haematopoietic and Lymphoid
37.10001,-67.23927,Control_HEK293T
-47.89868,69.27612,Head and Neck
-12.3302355,-120.99675,Haematopoietic and Lymphoid
11.28161,55.13913,Breast
34.21818,0.21360408,Bone
-29.526833,-92.86969,Haematopoietic and Lymphoid
28.738195,66.20483,Large Intestine
30.714357,-7.9314203,Thyroid
80.473976,-29.65511,Lung
77.75029,-31.160421,Lung
-26.244843,-115.06695,Haematopoietic and Lymphoid
143.20238,33.510056,Control_HEK293T
161.64113,33.435238,Control_HEK293T
138.57816,35.882236,Control_HEK293T
55.45406,139.79097,Control_HEK293T
67.93369,137.93633,Control_HEK293T
63.3723,131.24303,Control_HEK293T
10.067957,78.313126,Large Intestine
30.568201,-68.02049,Control_HEK293T
-1.2630826,57.917496,Breast
98.862366,-27.642496,Stomach
-16.623493,-123.058525,Haematopoietic and Lymphoid
-31.246843,56.832413,Ovary
99.25641,-33.34699,Stomach
95.04437,-35.029102,Lung
10.521731,78.908424,Large Intestine
52.65573,-76.2115,Control_HEK293T
-0.8390275,58.17274,Breast
98.658,-27.01452,Stomach
-16.599112,-123.18409,Haematopoietic and Lymphoid
25.942589,11.57193,Lung
15.587307,21.610292,Liver
-30.558727,56.453377,Ovary
98.993454,-32.60133,Stomach
95.004135,-35.224163,Lung
25.991146,11.743869,Lung
15.506636,22.095346,Liver
58.16731,-74.25834,Control_HEK293T
-1.0318468,57.862743,Breast
98.55731,-27.49528,Stomach
-16.693834,-122.98358,Haematopoietic and Lymphoid
15.399693,22.025043,Liver
-31.067461,56.54744,Ovary
98.897125,-33.111946,Stomach
95.12679,-35.27399,Lung
11.322725,55.301426,Breast
-16.048231,19.938852,Lung
-78.53438,61.93458,Prostate
-72.42052,62.863865,Head and Neck
7.4343286,-23.207813,Skin
27.658327,-59.31632,Peripheral Nervous System
-33.61154,-112.96615,Haematopoietic and Lymphoid
-84.23509,29.758455,Thyroid
-89.09036,37.430084,Ovary
-14.738163,62.82948,Large Intestine
-90.11682,60.464767,Ovary
32.009453,-64.88522,Control_HEK293T
-60.978878,28.677553,Placenta
-54.184242,-17.558655,Stomach
-94.24205,26.031317,Lung
-79.618835,5.3002276,Breast
-42.759026,-3.049291,Central Nervous System
-48.4276,-9.648111,Vulva
-19.937433,-9.940068,Kidney
-72.593,69.31582,Head and Neck
-33.48105,35.136772,Placenta
-75.638176,1.6847856,Skin
143.44763,26.476303,Control_HEK293T
152.62514,31.890102,Control_HEK293T
144.80522,22.983912,Control_HEK293T
126.661415,19.544664,Control_HEK293T
161.73744,33.43231,Control_HEK293T
65.9014,143.10085,Control_HEK293T
60.593506,146.1546,Control_HEK293T
61.191906,140.04169,Control_HEK293T
63.900085,138.46635,Control_HEK293T
62.1123,134.23398,Control_HEK293T
2.8890333,64.85772,Stomach
44.0182,-63.748966,Control_HEK293T
-31.252272,93.29173,Head and Neck
9.66091,-127.24792,Haematopoietic and Lymphoid
-0.36172113,-124.67381,Haematopoietic and Lymphoid
17.317556,10.918783,Central Nervous System
-59.527054,84.44778,Stomach
-34.09116,90.026306,Biliary Tract
-31.95008,-121.060165,Haematopoietic and Lymphoid
19.83636,14.437431,Breast
11.351385,49.896755,Lung
-16.081934,19.948019,Lung
-16.781675,-112.46466,Haematopoietic and Lymphoid
-78.44972,62.121094,Prostate
7.3762407,-23.14483,Skin
27.620663,-59.290546,Peripheral Nervous System
-77.83101,51.279823,Skin
147.9107,39.113667,Control_HEK293T
142.11903,20.023159,Control_HEK293T
65.763176,140.32628,Control_HEK293T
54.356823,146.6694,Control_HEK293T
51.211002,-79.69414,Control_HEK293T
-16.032038,19.484623,Lung
-17.08995,-112.738205,Haematopoietic and Lymphoid
-78.12045,62.43435,Prostate
-72.493515,62.75373,Head and Neck
7.0420895,-23.437876,Skin
27.71465,-59.61918,Peripheral Nervous System
-77.84341,51.300873,Skin
32.503456,-75.3892,Control_HEK293T
-15.680836,20.287022,Lung
-16.627054,-112.88933,Haematopoietic and Lymphoid
-78.680405,62.46963,Prostate
-72.277855,63.365185,Head and Neck
7.714944,-23.628355,Skin
27.983912,-58.98562,Peripheral Nervous System
-77.814896,51.579247,Skin
147.8844,39.160538,Control_HEK293T
146.38298,27.206131,Control_HEK293T
55.809696,136.46999,Control_HEK293T
62.083492,134.42578,Control_HEK293T
3.6931767,37.481155,Lung
59.77945,-77.680695,Control_HEK293T
-23.057491,78.379524,Head and Neck
11.1254015,1.9650546,Central Nervous System
-2.0682063,-2.695767,Central Nervous System
-2.6435163,0.59249735,Kidney
19.081465,28.129034,Lung
-6.3744574,-110.42291,Haematopoietic and Lymphoid
4.427273,-86.211494,Haematopoietic and Lymphoid
11.5142565,49.965687,Lung
38.99158,-84.12483,Control_HEK293T
-16.062372,19.932987,Lung
-16.784306,-112.506065,Haematopoietic and Lymphoid
-78.447716,62.142033,Prostate
-72.42368,62.875786,Head and Neck
7.39839,-23.189268,Skin
27.636482,-59.33302,Peripheral Nervous System
-77.835236,51.307144,Skin
-29.04384,-112.50253,Haematopoietic and Lymphoid
64.25882,-70.836075,Control_HEK293T
-31.325283,94.173004,Head and Neck
10.3816805,-127.41247,Haematopoietic and Lymphoid
0.16361998,-125.26486,Haematopoietic and Lymphoid
17.858849,10.583567,Central Nervous System
-59.121445,85.16373,Stomach
-34.040924,90.72828,Biliary Tract
-31.918034,-121.75217,Haematopoietic and Lymphoid
145.55524,18.0399,Control_HEK293T
144.77773,23.031612,Control_HEK293T
152.3607,32.175392,Control_HEK293T
60.7181,149.60103,Control_HEK293T
61.507977,137.3364,Control_HEK293T
58.613327,141.48419,Control_HEK293T
3.934988,37.158867,Lung
38.990425,-84.12998,Control_HEK293T
-23.047894,78.34719,Head and Neck
11.233649,2.0339315,Central Nervous System
-2.0531344,-2.688568,Central Nervous System
-2.6243918,0.65117925,Kidney
19.11123,28.19135,Lung
-6.352823,-110.48826,Haematopoietic and Lymphoid
4.489832,-86.21855,Haematopoietic and Lymphoid
14.72913,16.662056,Lung
57.59655,-66.99291,Control_HEK293T
-23.029043,78.46462,Head and Neck
11.212272,1.9382502,Central Nervous System
-2.039892,-2.7152529,Central Nervous System
-2.6454163,0.6326339,Kidney
19.14095,28.057209,Lung
-6.45663,-110.500694,Haematopoietic and Lymphoid
4.4238153,-86.09323,Haematopoietic and Lymphoid
-0.82482874,3.8338604,Kidney
15.216338,2.195262,Central Nervous System
-60.10529,74.534645,Vulva
-10.195458,10.806044,Ovary
20.756367,73.75969,Large Intestine
14.819763,-7.2405586,Lung
12.318907,-124.68289,Haematopoietic and Lymphoid
-60.936737,79.327896,Head and Neck
13.88879,46.22374,Stomach
151.51295,37.869175,Control_HEK293T
144.65196,30.669636,Control_HEK293T
151.52953,18.307232,Control_HEK293T
67.90208,132.46927,Control_HEK293T
61.51586,137.3348,Control_HEK293T
57.740112,148.26483,Control_HEK293T
2.1803827,63.781723,Stomach
49.74896,-76.52987,Control_HEK293T
-31.258606,93.46686,Head and Neck
9.751636,-127.150314,Haematopoietic and Lymphoid
-0.25232515,-124.66341,Haematopoietic and Lymphoid
17.375977,10.940132,Central Nervous System
-59.792984,84.70264,Stomach
-34.17184,90.11055,Biliary Tract
-31.970854,-121.06842,Haematopoietic and Lymphoid
20.01021,14.786422,Breast
32.50862,-75.470726,Control_HEK293T
20.574526,-27.288172,Skin
5.643596,-2.3863237,Kidney
-53.355583,68.13348,Head and Neck
86.734184,-26.371737,Lung
-34.86453,-72.47785,Haematopoietic and Lymphoid
-10.321227,-114.58094,Haematopoietic and Lymphoid
7.1842036,-5.567833,Central Nervous System
30.258148,-67.949936,Control_HEK293T
20.569933,-27.294752,Skin
5.536269,-2.4131336,Kidney
-53.696438,68.432396,Head and Neck
86.48384,-26.208223,Lung
-34.799675,-72.423584,Haematopoietic and Lymphoid
-10.234152,-114.54991,Haematopoietic and Lymphoid
7.4286094,-5.729896,Central Nervous System
136.56967,14.740277,Control_HEK293T
147.44125,42.79228,Control_HEK293T
157.38402,24.929401,Control_HEK293T
63.91271,138.49707,Control_HEK293T
62.08156,134.41629,Control_HEK293T
55.017784,143.41609,Control_HEK293T
48.280407,-26.968561,Bone
47.216366,-65.60179,Control_HEK293T
-31.244728,93.481995,Head and Neck
9.770314,-127.14859,Haematopoietic and Lymphoid
-0.23183861,-124.672005,Haematopoietic and Lymphoid
17.389622,10.951717,Central Nervous System
-59.759865,84.749626,Stomach
-34.17562,90.126595,Biliary Tract
-31.982203,-121.08624,Haematopoietic and Lymphoid
20.019129,14.800211,Breast
133.88002,29.363253,Control_HEK293T
63.332226,131.15695,Control_HEK293T
-73.46611,-2.6438403,Bone
38.801117,-75.8738,Control_HEK293T
20.531914,-27.318981,Skin
5.6574097,-2.3585057,Kidney
86.73636,-26.381319,Lung
-34.92347,-72.4361,Haematopoietic and Lymphoid
-27.258026,-101.789665,Haematopoietic and Lymphoid
-10.319232,-114.5529,Haematopoietic and Lymphoid
7.148915,-5.5603833,Central Nervous System
65.04164,-31.809654,Peripheral Nervous System
60.81066,-73.51786,Control_HEK293T
-23.12166,78.40023,Head and Neck
11.24139,1.9262879,Central Nervous System
-2.0503948,-2.7652197,Central Nervous System
-2.6249552,0.6366737,Kidney
19.074951,27.934357,Lung
-6.3911405,-110.49371,Haematopoietic and Lymphoid
4.510283,-86.14808,Haematopoietic and Lymphoid
144.77509,39.142338,Control_HEK293T
60.8982,145.97375,Control_HEK293T
64.694565,-31.91732,Peripheral Nervous System
38.651962,-70.02183,Control_HEK293T
-23.125504,78.418976,Head and Neck
11.245966,1.9595002,Central Nervous System
-2.0381212,-2.7183928,Central Nervous System
-2.6322742,0.6487481,Kidney
19.131641,28.042837,Lung
-6.3768463,-110.50073,Haematopoietic and Lymphoid
4.5337415,-86.15138,Haematopoietic and Lymphoid
-29.739927,-111.98203,Haematopoietic and Lymphoid
31.900436,-64.28889,Control_HEK293T
9.772283,-126.86094,Haematopoietic and Lymphoid
0.02966122,-124.458855,Haematopoietic and Lymphoid
17.381565,11.362869,Central Nervous System
-60.082542,85.210846,Stomach
-34.53108,90.200005,Biliary Tract
-32.348812,-120.9329,Haematopoietic and Lymphoid
19.94276,15.008792,Breast
-31.251719,93.5287,Head and Neck
140.6362,28.965168,Control_HEK293T
148.04485,24.69334,Control_HEK293T
140.00052,32.388268,Control_HEK293T
55.547012,143.15138,Control_HEK293T
58.558723,138.81577,Control_HEK293T
54.681267,146.68376,Control_HEK293T
47.53305,-27.373047,Bone
52.58567,-65.60332,Control_HEK293T
-31.209047,93.46556,Head and Neck
9.772344,-127.14503,Haematopoietic and Lymphoid
-0.23468065,-124.66778,Haematopoietic and Lymphoid
17.373112,10.94875,Central Nervous System
-59.746853,84.73247,Stomach
-34.166332,90.102425,Biliary Tract
-31.985538,-121.08405,Haematopoietic and Lymphoid
20.003635,14.802399,Breast
151.08252,41.0943,Control_HEK293T
67.508896,137.89847,Control_HEK293T
44.797253,-72.68081,Control_HEK293T
-16.075205,-8.949371,Stomach
65.332695,-38.67132,Peripheral Nervous System
-30.20597,41.194836,Lung
-14.590615,-114.87853,Haematopoietic and Lymphoid
-32.906807,70.12999,Lung
-26.620378,-13.777083,Central Nervous System
126.4591,26.016287,Control_HEK293T
66.2856,146.4422,Control_HEK293T
57.980083,147.69745,Control_HEK293T
-0.4249394,3.7521784,Kidney
45.772396,-78.716415,Control_HEK293T
15.35049,1.9022772,Central Nervous System
-60.393517,74.69336,Vulva
-10.56431,10.922212,Ovary
20.706549,73.48236,Large Intestine
14.457124,-7.090579,Lung
12.403341,-124.68552,Haematopoietic and Lymphoid
-61.20936,79.43924,Head and Neck
13.825926,46.18643,Stomach
-8.415325,-120.48382,Haematopoietic and Lymphoid
38.81747,-79.45672,Control_HEK293T
20.496649,-31.687813,Skin
-36.4598,-5.1863875,Bone
-27.252932,80.47776,Esophagus
-29.597097,-8.244121,Kidney
-19.3339,74.60964,Lung
40.63574,-67.45831,Control_HEK293T
-35.769043,-81.62655,Haematopoietic and Lymphoid
-69.35786,9.357797,Lung
-41.289963,66.3863,Esophagus
-66.20345,5.390741,Bone
132.05211,15.926672,Control_HEK293T
154.97734,27.64202,Control_HEK293T
144.7851,30.734167,Control_HEK293T
63.338886,131.12708,Control_HEK293T
63.686714,147.63283,Control_HEK293T
60.90869,146.00174,Control_HEK293T
-75.3181,87.78,Peripheral Nervous System
30.54495,-72.83308,Control_HEK293T
-15.497917,-9.124121,Stomach
65.33493,-38.30463,Peripheral Nervous System
-29.896336,41.711716,Lung
-14.768748,-114.99339,Haematopoietic and Lymphoid
-30.626242,65.95563,Ovary
-32.74765,70.384155,Lung
-19.733013,-1.3640807,Kidney
-26.641684,-14.006656,Central Nervous System
-35.742947,-81.27062,Haematopoietic and Lymphoid
-69.53969,8.958582,Lung
-41.678856,66.08738,Esophagus
-66.029625,5.5304213,Bone
-24.097864,-0.34422958,Lung
7.164946,1.0172783,Soft Tissue
-22.06432,-103.171425,Haematopoietic and Lymphoid
60.143925,-27.746378,Peripheral Nervous System
43.15296,-64.224335,Control_HEK293T
9.765436,-1.1279849,Bone
-7.9455867,-116.94775,Haematopoietic and Lymphoid
20.311483,55.692055,Lung
-36.711594,-84.60386,Haematopoietic and Lymphoid
-6.4931636,7.4972167,Kidney
133.827,29.365284,Control_HEK293T
149.85725,30.800201,Control_HEK293T
135.43123,43.73021,Control_HEK293T
60.978344,142.94759,Control_HEK293T
68.717255,144.42953,Control_HEK293T
57.961544,147.78082,Control_HEK293T
-23.672968,78.222595,Head and Neck
11.790421,2.105977,Central Nervous System
-1.4382406,-2.5547678,Central Nervous System
-2.2972984,1.1869005,Kidney
19.599081,28.104965,Lung
-6.0360184,-110.97928,Haematopoietic and Lymphoid
-24.104258,-0.31551674,Lung
7.183838,1.0009074,Soft Tissue
-22.028921,-103.138336,Haematopoietic and Lymphoid
-33.69143,-79.04256,Haematopoietic and Lymphoid
2.8400514,64.118416,Stomach
60.80744,-73.52437,Control_HEK293T
9.522983,-1.6122637,Bone
22.594353,-16.45023,Other tissue
20.141273,-100.29597,Haematopoietic and Lymphoid
-7.845689,-116.81812,Haematopoietic and Lymphoid
20.292076,55.71075,Lung
-36.384743,-84.618065,Haematopoietic and Lymphoid
2.042947,-0.42404443,Kidney
-6.50316,7.4991665,Kidney
124.866325,30.18553,Control_HEK293T
58.39571,132.52597,Control_HEK293T
-8.46473,-120.44285,Haematopoietic and Lymphoid
57.090755,-80.44661,Control_HEK293T
20.523659,-31.693222,Skin
-36.470932,-5.1915426,Bone
-27.260525,80.40575,Esophagus
-29.62506,-8.244037,Kidney
-19.320019,74.61544,Lung
-32.707672,-113.23882,Haematopoietic and Lymphoid
57.076195,-80.44411,Control_HEK293T
16.062408,32.788624,Lung
13.406425,-27.50228,Skin
-35.698376,-81.265724,Haematopoietic and Lymphoid
-69.46201,8.980347,Lung
23.953686,65.51084,Large Intestine
-41.681362,66.05522,Esophagus
-66.06008,5.956077,Bone
130.38562,36.775555,Control_HEK293T
160.71326,26.374485,Control_HEK293T
55.805294,136.66786,Control_HEK293T
58.566925,138.83244,Control_HEK293T
65.06663,135.64943,Control_HEK293T
-93.465454,35.027843,Ovary
-44.555923,-24.091839,Bone
-38.34419,-22.46863,Skin
38.987534,-84.14077,Control_HEK293T
-24.104233,-0.32366323,Lung
7.173968,1.0074948,Soft Tissue
-21.986906,-103.167946,Haematopoietic and Lymphoid
-33.917183,-79.16714,Haematopoietic and Lymphoid
2.9130914,64.09058,Stomach
37.11342,-67.26921,Control_HEK293T
9.770928,-1.7120011,Bone
22.568735,-16.447157,Other tissue
20.12993,-100.281746,Haematopoietic and Lymphoid
-7.8363256,-116.819046,Haematopoietic and Lymphoid
20.30341,55.699814,Lung
-36.37304,-84.61331,Haematopoietic and Lymphoid
2.0539153,-0.5150259,Kidney
-6.517541,7.469706,Kidney
-7.8571587,49.33469,Breast
38.64046,-70.02395,Control_HEK293T
27.81584,72.37576,Large Intestine
24.576176,70.14154,Large Intestine
15.989937,-25.460278,Skin
97.84707,-39.559017,Lung
-23.457577,68.28785,Breast
-87.969864,75.122444,Ovary
-5.524843,-123.00533,Haematopoietic and Lymphoid
-5.5489445,-122.91291,Haematopoietic and Lymphoid
144.83595,22.967688,Control_HEK293T
124.75611,36.84021,Control_HEK293T
146.36884,27.112097,Control_HEK293T
133.3238,20.595932,Control_HEK293T
66.29843,146.46477,Control_HEK293T
65.8552,143.12308,Control_HEK293T
65.01984,135.77385,Control_HEK293T
58.009106,144.84265,Control_HEK293T
54.91458,140.15825,Control_HEK293T
59.925858,-86.00691,Control_HEK293T
-16.06311,-8.960721,Stomach
65.3411,-38.677658,Peripheral Nervous System
-30.188444,41.19807,Lung
-14.583843,-114.88175,Haematopoietic and Lymphoid
-32.435505,70.03666,Lung
-26.427889,-13.8167515,Central Nervous System
60.155834,-27.733332,Peripheral Nervous System
47.808643,-70.85748,Control_HEK293T
9.732355,-1.2777342,Bone
-7.838423,-116.818665,Haematopoietic and Lymphoid
20.28986,55.719067,Lung
-36.381813,-84.61062,Haematopoietic and Lymphoid
-6.479179,7.5029635,Kidney
-70.508736,84.35763,Bladder
43.754753,-81.322975,Control_HEK293T
16.529285,33.261906,Lung
13.330658,-27.650036,Skin
-36.07094,-81.18843,Haematopoietic and Lymphoid
-69.59528,8.973135,Lung
23.927073,65.565186,Large Intestine
-41.660275,65.955795,Esophagus
-66.019615,5.547813,Bone
149.83821,27.701305,Control_HEK293T
147.40532,29.842588,Control_HEK293T
65.01804,135.78699,Control_HEK293T
59.029762,135.8266,Control_HEK293T
22.06316,2.1871693,Soft Tissue
27.604311,-68.25484,Control_HEK293T
15.729177,1.9125454,Central Nervous System
-60.696033,74.71909,Vulva
20.686687,73.47868,Large Intestine
12.7236595,-124.47086,Haematopoietic and Lymphoid
-61.396526,79.41863,Head and Neck
13.817396,46.171734,Stomach
-75.30906,87.79915,Peripheral Nervous System
51.206936,-79.68892,Control_HEK293T
-15.994439,-8.763534,Stomach
65.41262,-38.722088,Peripheral Nervous System
-30.129553,41.145203,Lung
-14.608849,-114.86975,Haematopoietic and Lymphoid
-30.813204,65.7805,Ovary
-32.779305,70.09465,Lung
-19.754457,-1.3386741,Kidney
-26.553833,-13.896164,Central Nervous System
132.74017,20.827318,Control_HEK293T
137.57887,39.649376,Control_HEK293T
67.83429,132.52902,Control_HEK293T
58.298317,144.48042,Control_HEK293T
63.380207,141.49092,Control_HEK293T
45.618217,-75.740234,Control_HEK293T
20.623991,-27.347433,Skin
5.6006875,-2.3240886,Kidney
-53.31589,68.02964,Head and Neck
86.88891,-26.500282,Lung
-34.94704,-72.57496,Haematopoietic and Lymphoid
-27.12501,-101.66163,Haematopoietic and Lymphoid
-10.45703,-114.56109,Haematopoietic and Lymphoid
7.1838865,-5.56029,Central Nervous System
-33.016575,-112.96329,Haematopoietic and Lymphoid
32.02259,-64.90102,Control_HEK293T
15.937047,32.96333,Lung
13.431418,-27.500908,Skin
-35.75269,-81.24235,Haematopoietic and Lymphoid
-69.47205,8.998166,Lung
23.945778,65.56888,Large Intestine
-41.686264,66.0651,Esophagus
-65.979706,5.528807,Bone
154.72583,23.18869,Control_HEK293T
129.43703,28.6381,Control_HEK293T
54.659546,146.70522,Control_HEK293T
67.63926,132.2517,Control_HEK293T
63.356995,144.44766,Control_HEK293T
-70.64226,83.92985,Bladder
32.744778,-70.42249,Control_HEK293T
15.337225,32.799572,Lung
13.419937,-27.249971,Skin
-35.810852,-81.06164,Haematopoietic and Lymphoid
-69.33252,8.808048,Lung
23.810719,65.77722,Large Intestine
