dim0,dim1,tissue
29.574677,15.270428,Cervix
30.279045,-53.31293,Ovary
-54.899857,32.75205,Lung
11.864604,-22.246138,Skin
5.16361,-120.68812,Haematopoietic and Lymphoid
-33.830544,-75.51226,Haematopoietic and Lymphoid
-15.46202,7.6868205,Soft Tissue
16.079779,6.539651,Lung
-44.929333,5.4389277,Lung
1.4143653,-89.38326,Haematopoietic and Lymphoid
5.6525764,41.91663,Esophagus
-27.50222,60.244793,Lung
93.065926,-38.957508,Lung
36.31766,-52.77852,Testis
25.461578,5.594725,Ovary
-16.783417,78.77946,Esophagus
-34.10329,-27.336712,Bone
-24.032015,57.30663,Lung
-26.80995,2.273806,Central Nervous System
-46.160946,65.09742,Head and Neck
52.74821,-46.824963,Bone
11.020839,40.158566,Esophagus
15.978401,74.13754,Large Intestine
-20.298088,8.532821,Thyroid
10.949821,-5.0436535,Lung
-15.678627,13.212185,Ovary
19.002745,70.08099,Esophagus
-22.602175,82.36786,Head and Neck
-18.39064,70.03057,Head and Neck
-47.627647,69.65402,Head and Neck
20.340363,6.4989624,Thyroid
18.101755,3.9602122,Central Nervous System
30.813448,-24.012276,Esophagus
-3.9211862,64.49223,Stomach
0.01138562,-116.03793,Haematopoietic and Lymphoid
-10.593819,-16.210985,Soft Tissue
139.07812,47.400356,Control_HEK293T
135.01617,35.960518,Control_HEK293T
149.87808,30.7917,Control_HEK293T
54.84987,-73.77257,Control_HEK293T
52.536545,-65.6409,Control_HEK293T
30.491117,-73.22498,Control_HEK293T
-25.527851,63.168224,Lung
-50.49711,56.93311,Cervix
-49.55695,65.7869,Head and Neck
19.776062,50.795147,Cervix
29.56236,15.016497,Cervix
-54.548054,32.452877,Lung
12.020594,-22.394567,Skin
16.165016,6.420287,Lung
-45.00546,5.510186,Lung
93.027,-39.003468,Lung
35.812546,-52.921333,Testis
25.483551,5.595628,Ovary
-17.263672,78.89506,Esophagus
-24.036058,57.32272,Lung
-46.023136,65.417625,Head and Neck
52.859848,-46.898533,Bone
11.003389,40.159393,Esophagus
16.065777,73.90856,Large Intestine
-20.305025,8.536488,Thyroid
10.650075,-5.0720577,Lung
18.94707,69.813995,Esophagus
-18.395332,70.01666,Head and Neck
-47.543743,69.211044,Head and Neck
20.69977,6.3696094,Thyroid
18.186703,3.5766335,Central Nervous System
30.912245,-24.277002,Esophagus
-3.82652,64.569565,Stomach
0.033361867,-116.04205,Haematopoietic and Lymphoid
58.246483,-74.547615,Control_HEK293T
143.33862,26.590374,Control_HEK293T
133.52858,25.86231,Control_HEK293T
50.82468,-82.590614,Control_HEK293T
46.5129,-52.572235,Bone
-10.579394,-82.11689,Haematopoietic and Lymphoid
-24.958326,-81.944115,Haematopoietic and Lymphoid
30.281126,-53.307465,Ovary
5.2420497,-120.753685,Haematopoietic and Lymphoid
-34.094727,-75.7572,Haematopoietic and Lymphoid
-21.747927,60.326885,Biliary Tract
-15.44255,7.6743326,Soft Tissue
-24.246899,7.1946793,Soft Tissue
1.4099127,-89.378654,Haematopoietic and Lymphoid
5.6394763,41.91634,Esophagus
-27.523619,60.181072,Lung
-25.690092,-43.836906,Peripheral Nervous System
-34.10582,-27.338814,Bone
-20.033537,15.638302,Lung
-26.79925,2.267591,Central Nervous System
-54.639446,45.853985,Breast
-15.66387,13.218708,Ovary
-22.58961,82.45067,Head and Neck
-17.605627,-86.76759,Haematopoietic and Lymphoid
-17.009352,3.6751423,Kidney
-6.720168,73.00243,Lung
4.8319097,87.8805,Esophagus
-20.895885,55.73785,Breast
-10.562026,-16.195135,Soft Tissue
133.30939,39.599163,Control_HEK293T
129.59749,23.6074,Control_HEK293T
43.623158,-81.43128,Control_HEK293T
40.851616,-71.71916,Control_HEK293T
46.541103,-52.570545,Bone
30.260756,-53.396416,Ovary
5.5211854,-120.59595,Haematopoietic and Lymphoid
-34.138924,-75.39455,Haematopoietic and Lymphoid
-15.600205,7.3592787,Soft Tissue
1.4317416,-89.386475,Haematopoietic and Lymphoid
5.6576357,41.90087,Esophagus
-27.668137,60.221046,Lung
-34.06697,-27.222687,Bone
-12.261626,37.04128,Large Intestine
-26.739025,2.0690093,Central Nervous System
-15.657102,13.283692,Ovary
-22.607723,82.54443,Head and Neck
-10.58146,-16.206972,Soft Tissue
133.82297,29.3287,Control_HEK293T
38.464806,-69.900665,Control_HEK293T
-25.394129,-81.83888,Haematopoietic and Lymphoid
-21.613867,60.666576,Biliary Tract
-24.423672,7.3461065,Soft Tissue
-3.8396592,-96.64341,Haematopoietic and Lymphoid
-25.770649,-43.93943,Peripheral Nervous System
2.9014027,-100.2456,Haematopoietic and Lymphoid
-20.286905,16.206202,Lung
-54.202015,45.76714,Breast
-17.764402,-86.99039,Haematopoietic and Lymphoid
-17.102417,3.5980394,Kidney
-7.0289927,72.619484,Lung
4.694339,88.10999,Esophagus
-20.72075,55.78374,Breast
39.423225,-64.03241,Control_HEK293T
46.712795,-52.237503,Bone
-44.07848,-11.418943,Bone
-44.077404,-11.428828,Bone
5.6325016,-121.28074,Haematopoietic and Lymphoid
-34.363136,-75.48578,Haematopoietic and Lymphoid
1.3115946,-89.50646,Haematopoietic and Lymphoid
5.595805,42.083508,Esophagus
-27.858576,60.084095,Lung
-20.712791,-34.697826,Soft Tissue
-20.749914,-34.51187,Soft Tissue
-20.662182,-34.691833,Soft Tissue
-15.796726,13.347339,Ovary
-22.977894,82.76981,Head and Neck
36.69367,-35.34693,Soft Tissue
36.760323,-35.41367,Soft Tissue
145.48335,35.77038,Control_HEK293T
30.283379,-53.496235,Ovary
-15.799502,7.7573066,Soft Tissue
-34.145054,-27.202574,Bone
-10.569309,-16.237747,Soft Tissue
155.12994,33.692966,Control_HEK293T
46.117348,-78.50902,Control_HEK293T
-3.5075731,-112.68813,Haematopoietic and Lymphoid
48.00635,-47.08068,Bone
-57.25697,6.91665,Central Nervous System
-73.241425,29.352438,Liver
-18.272116,-103.64326,Haematopoietic and Lymphoid
72.55082,-37.473198,Lung
-12.651986,57.266712,Esophagus
62.754646,-41.71367,Peripheral Nervous System
-59.246006,61.657455,Breast
-60.991432,48.91756,Lung
58.619587,-40.943977,Peripheral Nervous System
51.20137,-51.22586,Lung
-58.670532,10.035701,Central Nervous System
147.16048,33.408047,Control_HEK293T
49.52136,-76.78766,Control_HEK293T
-40.523163,-9.535551,Bone
-8.695313,-101.0739,Haematopoietic and Lymphoid
-54.707287,37.95626,Lung
-18.172806,59.377483,Esophagus
33.980976,-42.338444,Stomach
-57.413483,50.47397,Lung
16.574142,-66.94695,Lung
-25.843208,10.897829,Soft Tissue
-73.15886,33.771366,Lung
-29.99318,-32.34466,Skin
-81.51418,25.546162,Lung
-64.00343,52.10579,Endometrium
-15.311029,-100.61663,Haematopoietic and Lymphoid
133.74992,26.079151,Control_HEK293T
32.6238,-71.3726,Control_HEK293T
-25.590233,63.126232,Lung
-49.541595,65.670815,Head and Neck
29.501936,15.277302,Cervix
11.860806,-22.229364,Skin
-44.92899,5.347809,Lung
35.85807,-52.60852,Testis
-23.67633,57.546543,Lung
-46.18337,65.088524,Head and Neck
52.80887,-46.96322,Bone
-20.169836,8.360706,Thyroid
10.691211,-5.4056377,Lung
-47.86252,69.31836,Head and Neck
-3.839702,64.52104,Stomach
145.58478,35.80446,Control_HEK293T
-3.3848329,-112.63432,Haematopoietic and Lymphoid
47.788273,-47.38386,Bone
-57.547676,6.787204,Central Nervous System
-73.24967,29.241806,Liver
-18.19609,-103.822334,Haematopoietic and Lymphoid
72.92112,-37.75835,Lung
-19.968536,50.206482,Breast
62.704792,-41.810974,Peripheral Nervous System
-59.129887,61.732788,Breast
-61.01868,48.987564,Lung
58.796574,-41.15663,Peripheral Nervous System
51.116047,-51.18865,Lung
-58.76426,10.221166,Central Nervous System
45.33391,-73.161,Control_HEK293T
-40.505188,-9.521119,Bone
-8.66952,-101.10094,Haematopoietic and Lymphoid
-54.79949,37.89407,Lung
-18.148796,59.383415,Esophagus
33.754856,-42.32607,Stomach
-57.28531,50.45113,Lung
16.598192,-66.97506,Lung
-25.870367,10.834276,Soft Tissue
18.84701,-71.35063,Bone
-73.16768,33.75995,Lung
-29.995275,-32.381477,Skin
-81.53237,25.474537,Lung
-63.946163,52.098312,Endometrium
-15.110899,-100.75656,Haematopoietic and Lymphoid
147.37857,29.921316,Control_HEK293T
43.680622,-86.718254,Control_HEK293T
-3.4206302,-112.71664,Haematopoietic and Lymphoid
47.71538,-47.324215,Bone
-57.529526,6.768519,Central Nervous System
-73.18156,29.242199,Liver
-18.053411,-103.774124,Haematopoietic and Lymphoid
72.828354,-37.687603,Lung
-12.947665,57.356148,Esophagus
-20.025312,50.253616,Breast
62.73711,-41.672523,Peripheral Nervous System
-59.160366,61.71499,Breast
-61.040592,48.95986,Lung
58.819805,-41.134174,Peripheral Nervous System
51.36557,-51.078846,Lung
-58.6973,10.206124,Central Nervous System
148.41568,36.11346,Control_HEK293T
61.24332,-82.41873,Control_HEK293T
-8.689968,-101.36842,Haematopoietic and Lymphoid
-54.810184,37.885406,Lung
-18.14767,59.394634,Esophagus
33.63103,-42.27345,Stomach
-57.276825,50.444725,Lung
16.705463,-66.70671,Lung
-25.795946,10.919685,Soft Tissue
-29.956625,-32.355137,Skin
-81.53464,25.537052,Lung
-63.92442,52.103745,Endometrium
-15.149861,-100.76572,Haematopoietic and Lymphoid
43.679367,-81.38975,Control_HEK293T
135.79889,32.812912,Control_HEK293T
152.0576,45.33031,Control_HEK293T
-75.527725,66.53025,Ovary
-42.747528,42.45945,Thyroid
-30.069298,-116.80843,Haematopoietic and Lymphoid
1.7018098,-17.773397,Large Intestine
-34.832253,50.338634,Breast
-27.204464,75.20235,Esophagus
-35.595837,40.289936,Breast
-17.548706,-73.62442,Haematopoietic and Lymphoid
-14.92262,39.322643,Large Intestine
41.834484,-74.92159,Control_HEK293T
10.2263975,65.6982,Stomach
-14.493345,-15.412819,Bladder
-71.562614,58.243538,Liver
-76.08333,57.552006,Esophagus
-23.90677,73.20701,Ovary
-34.468525,-40.494083,Skin
-4.972454,56.55401,Breast
20.516525,-61.887127,Lung
5.3434052,-12.686112,Central Nervous System
-38.847218,52.233612,Bladder
-54.540638,78.786545,Large Intestine
0.85173166,-120.78803,Haematopoietic and Lymphoid
20.80275,22.353548,Lung
-31.62723,-5.510906,Central Nervous System
-58.19418,35.086815,Lung
52.277466,-73.338974,Control_HEK293T
-7.6228004,-19.681261,Esophagus
12.181639,-50.790405,Lung
-84.65336,45.24075,Bladder
-58.319008,41.761173,Lung
3.1300194,-104.61139,Haematopoietic and Lymphoid
-36.28046,-73.934975,Haematopoietic and Lymphoid
-64.22114,-4.0525904,Ovary
-8.529678,64.141235,Large Intestine
26.609833,-47.6807,Stomach
-16.7587,55.215958,Large Intestine
2.7387507,76.73138,Large Intestine
-85.21153,48.526966,Breast
-32.565636,45.199593,Lung
-23.693993,-22.052923,Lung
-12.745327,65.84048,Large Intestine
155.13606,27.81809,Control_HEK293T
35.391438,-75.29633,Control_HEK293T
-31.837948,-83.47117,Haematopoietic and Lymphoid
-1.243171,-105.15219,Haematopoietic and Lymphoid
-19.589924,-29.522932,Lung
-7.2979136,-19.475784,Esophagus
1.2672545,44.03022,Endometrium
-2.8057199,-109.58792,Haematopoietic and Lymphoid
12.314594,-50.72105,Lung
-85.15399,45.573322,Bladder
-25.950788,-37.084522,Soft Tissue
0.2952086,-108.12842,Haematopoietic and Lymphoid
-6.920103,42.61462,Lung
-1.3250301,-93.102264,Haematopoietic and Lymphoid
5.886545,-91.21628,Haematopoietic and Lymphoid
18.15921,-54.460823,Small Intestine
9.80091,-61.622257,Large Intestine
-58.335827,41.755623,Lung
3.5692484,-104.57293,Haematopoietic and Lymphoid
-36.586605,-74.124535,Haematopoietic and Lymphoid
-63.81947,-3.8942974,Ovary
-8.827784,64.28578,Large Intestine
-30.170132,-97.226105,Haematopoietic and Lymphoid
26.525084,-47.704414,Stomach
-16.802984,55.21332,Large Intestine
2.4457815,76.77962,Large Intestine
-85.58936,48.77247,Breast
-32.779514,44.89,Lung
-23.707232,-21.783453,Lung
8.829779,-99.24315,Haematopoietic and Lymphoid
143.70663,26.926237,Control_HEK293T
35.76126,-78.80236,Control_HEK293T
47.00685,-65.20477,Control_HEK293T
-31.49218,-84.16892,Haematopoietic and Lymphoid
-31.837511,-83.47542,Haematopoietic and Lymphoid
-0.6943189,-105.18972,Haematopoietic and Lymphoid
-1.2382494,-105.15168,Haematopoietic and Lymphoid
-18.963137,-29.820545,Lung
-19.586462,-29.523851,Lung
-7.7440624,-19.643429,Esophagus
1.3615166,45.16945,Endometrium
1.416927,44.411373,Endometrium
-2.005267,-109.998116,Haematopoietic and Lymphoid
-2.709709,-109.49755,Haematopoietic and Lymphoid
11.916363,-50.7236,Lung
-84.39535,45.53248,Bladder
-26.15804,-37.67985,Soft Tissue
-26.091726,-37.201786,Soft Tissue
0.47504133,-108.86664,Haematopoietic and Lymphoid
0.2967731,-108.11935,Haematopoietic and Lymphoid
-6.9430795,43.227173,Lung
-6.9214444,42.608772,Lung
-0.6394718,-93.46833,Haematopoietic and Lymphoid
-1.3197764,-93.105446,Haematopoietic and Lymphoid
6.7372212,-91.83523,Haematopoietic and Lymphoid
6.1235137,-91.05384,Haematopoietic and Lymphoid
18.0957,-53.863636,Small Intestine
18.177368,-54.447083,Small Intestine
9.123386,-61.858814,Large Intestine
9.798102,-61.62058,Large Intestine
-58.405174,41.254375,Lung
3.1089938,-104.614,Haematopoietic and Lymphoid
-36.16145,-73.92384,Haematopoietic and Lymphoid
-64.039566,-3.7013865,Ovary
-8.534448,64.157684,Large Intestine
-30.355005,-97.54751,Haematopoietic and Lymphoid
-30.221642,-97.24277,Haematopoietic and Lymphoid
26.727482,-47.354134,Stomach
-16.496775,54.97423,Large Intestine
2.5971394,76.45569,Large Intestine
-85.1422,48.498913,Breast
-32.53695,45.253853,Lung
-23.643017,-22.253569,Lung
8.865741,-99.907745,Haematopoietic and Lymphoid
8.835177,-99.245056,Haematopoietic and Lymphoid
17.552523,-3.8759544,Central Nervous System
154.75842,22.806313,Control_HEK293T
152.84033,35.329,Control_HEK293T
157.10161,25.368631,Control_HEK293T
57.423523,-70.51722,Control_HEK293T
64.026085,-75.72228,Control_HEK293T
51.190052,-79.70448,Control_HEK293T
-7.560202,-20.029985,Esophagus
12.229826,-51.145084,Lung
-85.184135,44.987587,Bladder
-57.897537,42.20136,Lung
3.0538385,-104.52755,Haematopoietic and Lymphoid
-36.194542,-73.92338,Haematopoietic and Lymphoid
-64.02666,-3.669972,Ovary
-8.361956,64.095665,Large Intestine
27.054237,-47.909172,Stomach
-16.497034,55.654762,Large Intestine
3.0805836,76.469635,Large Intestine
-85.52111,48.280582,Breast
-32.78232,45.48182,Lung
-23.907135,-22.286901,Lung
17.394133,-3.8892293,Central Nervous System
37.37017,-67.66047,Control_HEK293T
-32.159462,-83.24277,Haematopoietic and Lymphoid
-31.833761,-83.475174,Haematopoietic and Lymphoid
-1.3448644,-105.73967,Haematopoietic and Lymphoid
-1.2360761,-105.13043,Haematopoietic and Lymphoid
-19.80186,-29.171816,Lung
-19.603636,-29.536337,Lung
2.0943282,44.513203,Endometrium
1.3863971,44.415382,Endometrium
-2.9812043,-110.26132,Haematopoietic and Lymphoid
-2.674561,-109.49511,Haematopoietic and Lymphoid
-26.168398,-37.1663,Soft Tissue
-26.110918,-37.177143,Soft Tissue
0.6270548,-107.91149,Haematopoietic and Lymphoid
0.292728,-108.09721,Haematopoietic and Lymphoid
-6.534345,42.204346,Lung
-6.9181437,42.60752,Lung
-1.7408186,-92.89974,Haematopoietic and Lymphoid
-1.3200651,-93.103165,Haematopoietic and Lymphoid
5.82649,-91.74215,Haematopoietic and Lymphoid
6.4780874,-91.10286,Haematopoietic and Lymphoid
18.583538,-54.80355,Small Intestine
18.17327,-54.446133,Small Intestine
10.223226,-61.37367,Large Intestine
9.80221,-61.62143,Large Intestine
-30.449446,-96.991264,Haematopoietic and Lymphoid
-30.211756,-97.241264,Haematopoietic and Lymphoid
9.306178,-99.00473,Haematopoietic and Lymphoid
8.817953,-99.23473,Haematopoietic and Lymphoid
154.83156,23.394663,Control_HEK293T
38.497055,-73.18678,Control_HEK293T
30.798306,-78.8476,Control_HEK293T
-29.243109,-16.405107,Ovary
-86.77984,41.03452,Endometrium
-90.7524,49.764412,Ovary
-40.016983,-28.910645,Skin
-36.601845,56.20082,Esophagus
-11.868688,48.912228,Stomach
-49.822758,-4.964425,Skin
-28.043303,-29.137577,Skin
-20.98526,45.67355,Breast
42.364655,-50.51897,Bone
-80.920135,32.48874,Central Nervous System
-28.305668,70.3782,Head and Neck
-45.464367,57.370358,Esophagus
-7.5940723,-54.470867,Breast
-82.581215,35.866898,Lung
-12.851749,-89.21279,Haematopoietic and Lymphoid
-23.394205,-26.935837,Peripheral Nervous System
-83.28052,39.626354,Bladder
-18.773045,-24.249207,Ovary
-47.53624,44.221714,Lung
-55.88775,27.55498,Large Intestine
143.04237,44.886852,Control_HEK293T
155.03192,27.591055,Control_HEK293T
51.721947,-87.69318,Control_HEK293T
39.623886,-62.8746,Control_HEK293T
-13.758419,-53.361443,Breast
-77.42694,35.32057,Breast
-22.023228,-87.34364,Haematopoietic and Lymphoid
155.34027,30.816517,Control_HEK293T
-13.045088,-110.89616,Haematopoietic and Lymphoid
-13.110644,-110.90078,Haematopoietic and Lymphoid
-15.333006,-22.622688,Thyroid
-15.324313,-22.613298,Thyroid
-10.061004,-111.25486,Haematopoietic and Lymphoid
-10.096752,-111.21729,Haematopoietic and Lymphoid
-8.266833,38.09313,Esophagus
-8.259078,38.1046,Esophagus
-33.149208,-100.569695,Haematopoietic and Lymphoid
-33.1369,-100.55994,Haematopoietic and Lymphoid
-46.597183,49.213432,Lung
-46.636196,49.153103,Lung
-63.32689,10.647316,Liver
-63.328842,10.598853,Liver
-1.7841685,-99.26984,Haematopoietic and Lymphoid
-1.7710181,-99.26314,Haematopoietic and Lymphoid
-35.473442,-32.932228,Lung
-35.459743,-32.93468,Lung
-21.949167,-97.6024,Haematopoietic and Lymphoid
-21.928888,-97.45134,Haematopoietic and Lymphoid
-13.367675,-12.124086,Lung
-13.377033,-12.142538,Lung
-44.545963,-15.129325,Lung
-36.447254,-8.894399,Central Nervous System
-36.4226,-8.898124,Central Nervous System
-37.302036,-14.790257,Kidney
-37.286316,-14.797749,Kidney
-10.666339,-23.239138,Skin
-10.670489,-23.223902,Skin
-17.369003,93.3735,Lung
161.83954,33.13433,Control_HEK293T
130.57823,36.471836,Control_HEK293T
142.99858,14.884795,Control_HEK293T
38.824837,-79.66929,Control_HEK293T
-13.057385,-110.89279,Haematopoietic and Lymphoid
-15.355533,-22.626226,Thyroid
-10.057814,-111.251724,Haematopoietic and Lymphoid
-8.274716,38.132046,Esophagus
-33.14393,-100.562096,Haematopoietic and Lymphoid
-46.60354,49.207615,Lung
-63.313663,10.629651,Liver
-1.860542,-99.49596,Haematopoietic and Lymphoid
-35.560196,-32.858727,Lung
-21.954931,-97.587944,Haematopoietic and Lymphoid
-13.375082,-12.130635,Lung
-44.592163,-15.131637,Lung
-36.475643,-8.904841,Central Nervous System
-37.33165,-14.802175,Kidney
-10.6942425,-23.307295,Skin
146.83034,26.795559,Control_HEK293T
-78.87931,15.999966,Central Nervous System
24.342625,-42.62255,Peripheral Nervous System
-37.579994,45.51338,Prostate
-50.383926,79.29673,Large Intestine
-53.099163,63.184814,Head and Neck
-83.39834,42.237663,Bladder
-42.430172,47.46921,Lung
22.564537,-75.15302,Bone
-66.49865,30.311705,Lung
-3.4959435,-21.66007,Lung
7.950191,62.894085,Large Intestine
-54.725708,59.87607,Head and Neck
68.90044,-33.302914,Peripheral Nervous System
161.0161,29.999601,Control_HEK293T
146.94931,33.14018,Control_HEK293T
43.249626,-81.63776,Control_HEK293T
-13.0139,-110.871635,Haematopoietic and Lymphoid
-15.417458,-22.696095,Thyroid
-10.0137825,-111.17292,Haematopoietic and Lymphoid
-8.237164,38.160206,Esophagus
-33.5515,-100.35325,Haematopoietic and Lymphoid
-46.723534,49.131474,Lung
-63.24312,10.631281,Liver
-1.761958,-99.245026,Haematopoietic and Lymphoid
-35.717716,-33.151833,Lung
-21.909363,-97.60481,Haematopoietic and Lymphoid
-13.516805,-12.233142,Lung
-44.52365,-15.13619,Lung
-36.355103,-9.030391,Central Nervous System
-37.44128,-14.900941,Kidney
-10.748981,-23.463324,Skin
158.09184,28.754362,Control_HEK293T
147.4213,29.841064,Control_HEK293T
-78.44379,15.718639,Central Nervous System
-78.45213,15.693069,Central Nervous System
24.678432,-42.23151,Peripheral Nervous System
24.600088,-42.145874,Peripheral Nervous System
-38.45124,45.622772,Prostate
-38.42697,45.80201,Prostate
-50.62875,79.67215,Large Intestine
-50.594948,79.70548,Large Intestine
-52.511017,63.299614,Head and Neck
-52.58124,63.307648,Head and Neck
-83.427124,42.263268,Bladder
-83.518715,42.241894,Bladder
-42.356903,47.758884,Lung
-42.32181,47.79771,Lung
22.881277,-75.23462,Bone
22.89217,-75.23791,Bone
-66.74364,29.866257,Lung
-66.72485,29.8627,Lung
-3.267065,-21.248405,Lung
-3.211101,-21.288126,Lung
8.079494,62.53803,Large Intestine
8.099234,62.55553,Large Intestine
-49.975346,60.956036,Esophagus
-50.00348,60.920868,Esophagus
-54.437664,60.29666,Head and Neck
-54.507412,60.302467,Head and Neck
68.383736,-33.371033,Peripheral Nervous System
68.40299,-33.305508,Peripheral Nervous System
141.82668,20.334532,Control_HEK293T
124.91775,29.89081,Control_HEK293T
-7.3676257,-77.97382,Haematopoietic and Lymphoid
-53.42339,53.504086,Lung
-10.6391735,-98.30868,Haematopoietic and Lymphoid
-18.687305,-66.58686,Lung
12.515182,-73.35223,Lung
-40.947025,-13.861953,Kidney
83.454254,-39.805504,Lung
-88.62439,45.156662,Breast
-30.292643,-19.819452,Central Nervous System
-30.668152,-23.44453,Central Nervous System
-6.920427,-92.583435,Haematopoietic and Lymphoid
-27.04078,-10.840635,Thyroid
144.66628,30.104046,Control_HEK293T
-3.4917023,-102.93234,Haematopoietic and Lymphoid
-78.45118,15.69251,Central Nervous System
-49.376125,28.699306,Lung
-86.110245,26.014517,Central Nervous System
24.595833,-42.123913,Peripheral Nervous System
-7.926844,-107.83899,Haematopoietic and Lymphoid
-4.378906,-106.270615,Haematopoietic and Lymphoid
-46.95275,37.093914,Lung
-38.453247,45.798225,Prostate
-50.59814,79.70507,Large Intestine
-1.2980248,67.64865,Large Intestine
-52.588757,63.30163,Head and Neck
-83.531006,42.250244,Bladder
-20.748457,23.768232,Lung
-42.333733,47.80101,Lung
22.88585,-75.235504,Bone
-41.11843,59.067234,Esophagus
-12.0459,31.929016,Stomach
-66.72486,29.860933,Lung
-3.2103577,-21.291378,Lung
-83.1936,19.263237,Lung
-54.517075,60.301266,Head and Neck
-81.52299,44.380226,Bladder
68.40524,-33.297615,Peripheral Nervous System
2.9900122,26.978497,Lung
65.468414,-75.806,Control_HEK293T
35.6529,-75.09724,Control_HEK293T
131.74358,32.813942,Control_HEK293T
141.80493,20.011873,Control_HEK293T
-7.499161,-78.36468,Haematopoietic and Lymphoid
-53.007004,53.35149,Lung
-10.573776,-98.31818,Haematopoietic and Lymphoid
12.447647,-73.3163,Lung
83.25208,-39.924026,Lung
-88.592926,45.133347,Breast
-30.241072,-19.83725,Central Nervous System
-6.410128,-93.01622,Haematopoietic and Lymphoid
-26.945408,-10.94554,Thyroid
141.21902,40.797894,Control_HEK293T
132.5076,16.009764,Control_HEK293T
-7.362942,-77.991035,Haematopoietic and Lymphoid
-53.004593,53.385162,Lung
-10.651123,-98.332085,Haematopoietic and Lymphoid
-18.426495,-66.64603,Lung
12.407725,-73.36394,Lung
-40.967865,-13.777779,Kidney
83.47258,-39.753765,Lung
-88.60939,45.160942,Breast
-6.8329935,-92.73537,Haematopoietic and Lymphoid
-27.026636,-10.832929,Thyroid
31.963053,-64.86716,Control_HEK293T
126.704155,19.143341,Control_HEK293T
-49.318966,29.044664,Lung
-86.087776,25.953148,Central Nervous System
-25.828278,38.995823,Lung
-7.7880716,-107.79883,Haematopoietic and Lymphoid
-4.691716,-105.69595,Haematopoietic and Lymphoid
-46.876053,36.843445,Lung
-1.2936605,67.66276,Large Intestine
-20.72627,23.756916,Lung
-41.1568,58.964878,Esophagus
-12.041145,31.927086,Stomach
-83.222855,19.226805,Lung
-81.55715,44.3851,Bladder
-3.824544,-103.15307,Haematopoietic and Lymphoid
-49.05329,29.175636,Lung
-85.99625,25.625654,Central Nervous System
-25.823185,39.0461,Lung
-7.75174,-107.766136,Haematopoietic and Lymphoid
-4.702806,-105.47664,Haematopoietic and Lymphoid
-46.963814,36.6986,Lung
-1.3240322,67.65044,Large Intestine
-20.733932,23.84199,Lung
-41.13596,59.000748,Esophagus
-12.027436,31.97773,Stomach
-83.22235,19.239006,Lung
-81.54844,44.367302,Bladder
48.041893,0.014935088,Testis
161.20105,30.333565,Control_HEK293T
-78.43493,15.714819,Central Nervous System
24.571062,-42.12096,Peripheral Nervous System
-36.205017,-71.95068,Haematopoietic and Lymphoid
-38.614403,45.905815,Prostate
-50.650024,79.67121,Large Intestine
-52.439877,63.25049,Head and Neck
-83.705086,42.51349,Bladder
-42.565624,48.089283,Lung
-66.75709,29.871069,Lung
-3.2371001,-21.262184,Lung
-54.406315,60.319473,Head and Neck
3.4922223,27.406723,Lung
145.03409,39.794178,Control_HEK293T
150.99014,22.351925,Control_HEK293T
-17.427988,-19.86457,Prostate
19.185581,-78.46993,Lung
-19.916527,37.820297,Bladder
-32.925835,-17.466055,Central Nervous System
-61.432133,28.682615,Placenta
-74.90489,41.399876,Lung
-4.3786087,45.560272,Breast
-33.127514,-10.502804,Ovary
-14.652745,-27.1167,Skin
-2.8969088,-60.021828,Lung
-51.7197,40.846348,Prostate
-51.392315,-24.39266,Ovary
-9.841843,-90.16401,Haematopoietic and Lymphoid
-74.83093,37.95666,Lung
-69.19618,-14.795373,Peripheral Nervous System
137.97055,26.755844,Control_HEK293T
-10.9649935,-106.962364,Haematopoietic and Lymphoid
-5.5728993,-100.707306,Haematopoietic and Lymphoid
-75.147095,19.472008,Other tissue
-48.297256,2.9374406,Kidney
-78.80793,21.644266,Thyroid
-76.09635,45.913494,Head and Neck
-20.857653,3.1694279,Lung
80.90236,-43.153862,Lung
-1.624029,48.571,Lung
-47.990948,53.817894,Head and Neck
-17.91138,-91.71848,Haematopoietic and Lymphoid
19.613241,-47.523525,Endometrium
-44.587254,-15.10653,Lung
-34.573345,20.55429,Lung
22.121563,-51.585773,Lung
-7.3495092,-96.95537,Haematopoietic and Lymphoid
-36.461338,75.56641,Ovary
48.07597,0.0042981636,Testis
144.827,22.782776,Control_HEK293T
152.80025,26.274296,Control_HEK293T
31.060896,-78.35873,Control_HEK293T
-10.601963,-98.21668,Haematopoietic and Lymphoid
-88.5416,45.089672,Breast
-26.701353,-10.906887,Thyroid
-17.181137,-19.73836,Prostate
19.048073,-78.70376,Lung
-19.91293,37.832863,Bladder
-32.749233,-17.510746,Central Nervous System
-61.702785,28.58061,Placenta
-74.88933,41.407166,Lung
-4.462306,45.506565,Breast
-33.14417,-10.548353,Ovary
-14.5188,-27.12511,Skin
-2.7963376,-60.060932,Lung
-51.753494,40.85138,Prostate
-51.41938,-24.384995,Ovary
-9.833482,-90.17306,Haematopoietic and Lymphoid
-74.82592,37.950874,Lung
-69.168495,-15.013748,Peripheral Nervous System
157.28433,25.156654,Control_HEK293T
-10.97304,-106.96984,Haematopoietic and Lymphoid
-5.585841,-100.666855,Haematopoietic and Lymphoid
-75.096275,19.44153,Other tissue
-48.2773,2.917974,Kidney
-78.82511,21.628979,Thyroid
-76.09713,45.9185,Head and Neck
